text,HATE,NOT,OFFN,PRFN,Race,Religion,Gender,Other,None,subtask1
lmfao if you knew the dykes i knew you d get it,0,1,0,1,0,0,1,0,0,NOT
wah they call me a nazi because i hate jews and blacks people walls like a wannabe nazi talks like a wannabe nazi it a wannabe nazi lol and a poor excuse of one you are too pussy to do shit about it,1,0,0,1,1,1,0,0,0,HATE
if that ambulance chasing kike feminist cunt gloria allred is involved in a case you know itz jewshit,1,0,0,1,0,1,1,0,0,HATE
miss the chinaman in the hood yo,0,0,1,1,1,0,0,0,0,OFFN
if you had sex you would not be complaining about being gay,0,0,1,1,0,0,1,0,0,OFFN
republican congressman resigning cus he talked about surragusy goes to far if women did not like question should have said so congressman stops issue over shows pro choice is a joke couples who want kids will pay millions yet women are killing their unborn kids wake the f up,0,1,0,1,0,0,0,0,1,NOT
a born again muslim is that like new socialism,0,0,1,1,0,1,0,0,0,OFFN
all asians are ant people except maybe japs,0,0,1,1,1,0,0,0,0,OFFN
because illegal immigrants can not really survive on the wages they are paid so the government indirectly subsidizes the employers by giving illegal aliens welfare benefits this keeps wages down and allows employers to make even more money while having their actual costs subsidized by the taxpayers,0,1,0,0,0,0,0,0,0,NOT
aye i turned into a retard because you did not find me at everton despite giving it large,0,0,1,1,0,0,0,0,1,OFFN
reply share avatar t100c1970 an hour ago merkel is the best friend the muzzies have in deutchland but erdogan is just doing what obama did in isreal to try to get rid of bibi and in britain to try to defeat brexit,0,1,0,1,0,0,0,0,1,NOT
sharia is happening one way or another you dune coons are not as fun about it tho,1,0,0,1,0,0,0,0,0,HATE
the deflection here is calling someone a white supremacist for simply bringing up any of these issues,0,1,0,0,0,0,0,0,1,NOT
think about you i dream about you i talk about you i smile about you i cry about you i love you i hate you i need you so bad,0,1,0,0,0,0,0,1,0,NOT
why can not it be neighborhood or local friends with these people it always has to be our community the word shares a root with communism and that no accident ellen i am not part of your dyke community,0,1,0,1,0,0,1,0,0,NOT
that meaningless show made me realize how dense our brothers have become i stil find it almost impossible to believe some retarded fans of tacha contributed for that go fund me nonsense like how,0,1,0,1,0,0,0,0,1,NOT
the sand niggers are the kinder mutti merkel could not be bothered to have her fur backed babies,0,0,1,1,1,0,0,0,0,OFFN
i do not understand why we are so overly nice to the elderly they are by far the meanest motherfuckers in the world sure some of them can bake i will give ya that but they also will call you a faggot or give you the finger faster than any other demographic,0,0,1,1,0,0,0,0,0,OFFN
sgermany geneticjews controlled white germany via violating antitrustlaw st century whit eusa controlled by genetic kikes enablers buffett who is white gives billions to filthy kike gates not for profit traito rcongress enem ysupremecourt who refuse to enforce antitrust law,1,0,0,1,0,1,0,0,0,HATE
and the question i have is are those goatfucker vaginers happier than white womyn,1,0,0,1,1,1,0,0,0,HATE
does that include illegal aliens,0,1,0,0,0,0,0,0,1,NOT
says the woman who makes an internet nigger of herself that is great that is,1,0,0,1,1,0,0,0,0,HATE
you really know nothing product of the kike you need to go do more research i really don have time to educate you this might be to advanced for you,0,0,1,1,0,1,0,0,0,OFFN
give me all of that ultraviolence,0,1,0,0,0,0,0,0,1,NOT
you all can talk hot all you all want but hope you enjoy that broken phone amp i fucced your bitch just yesterday so tell me how my dic taste loc,0,0,1,1,0,0,1,0,0,OFFN
when it effects justice and unarmed blacks being murdered and you turn a blind eye and let the their killers walk free yes it racist,0,1,0,1,0,0,0,0,0,NOT
ha this coming from a two time loser not to mention that she one of the if not the most corrupt person politician the usa has ever had she fails to mention that her popular win were from the illegal alien votes,0,1,0,0,0,0,0,1,0,NOT
we are one both black and white i want real government not the fucking trump,0,1,0,1,0,0,0,0,1,NOT
if peaches was white y all wouldn t think she was funny and you would actually want her to get the help she needs,0,1,0,0,1,0,0,0,0,NOT
when female artists cover songs by men but do not change the pronouns and now it sounds gay,0,1,0,1,0,0,0,0,1,NOT
that fat fucking dyke pos should indeed be prosecuted and campaign finance violations should be the least of it get her on public indecency charges whatever they can come up with,1,0,0,1,0,0,1,0,0,HATE
just call the jews what they really are god suplanters,0,0,1,0,0,1,0,0,0,OFFN
big boory hoes for jinyoung and big tiddies hoes for jaebeom,0,0,1,1,0,0,1,0,0,OFFN
out of parole for oj in how racist of those white parole board members,0,0,1,1,0,0,0,0,0,OFFN
pakis have been found dead in bradford it not terrorism related but thought to be due to a bunk bed collapsing police are blaming al ikea,0,0,1,1,0,0,0,0,0,OFFN
all undocumented immigrants are criminals by definition,0,0,1,1,0,0,0,1,0,OFFN
got booted of fb calling a spade a spade well a faggot a faggot but ya know tomato tomatoe what is up people,1,0,0,1,0,0,1,0,0,HATE
listen to me you fuck there is only one way you can say you are redpilled on women and that after you have created a family with one the sandnigger alien standards are those of a subhuman organism,1,0,0,1,1,0,0,0,0,HATE
reply if you re gay,0,1,0,1,0,0,1,0,0,NOT
spoken like a true conservative christian republican party member your peeps are the original illegal aliens squatters and invaders eddie,0,1,0,1,0,0,0,0,1,NOT
this white ass la does not sell colada the smoothie lady did not even know wtf i was talking about,0,1,0,1,0,0,0,0,1,NOT
yeah tell the arabs that israel can name any city it wants to name as it capital,0,1,0,0,1,1,0,0,0,NOT
last time in vegas there was a shooting it turned out to be a nigger doing it,1,0,0,1,1,0,0,0,0,HATE
the features gab has are leagues beyond twitter basic filter list alone solve many problems that sjws on twitter bitch about yet knowing them they d refuse to use them,0,1,0,1,0,0,0,0,1,NOT
this universal jury nullification should be applied to all federal cases i was going to make an exception for terror but most of those muzzie dumbshits were entrapped too,1,0,0,1,0,1,0,0,0,HATE
why do not you meet with the women that you raped and offer them an apology with compensation there is a list and you have not asked to meet with them why not,0,1,0,1,0,0,0,0,1,NOT
nigger faggot retard beaner dishwasher time to see if i get ban,1,0,0,1,1,0,1,1,0,HATE
i do not want to be a super reacher but something is telling me that lil girl did not lie about them white boys bullying her and cutting her hair i am wondering if the family is doing this cuz they fear for her safety,0,1,0,1,0,0,0,0,1,NOT
let face it even the amish are way ahead of most muslim countries the amish shun technology too but they are peaceful and do not insist everyone adopt their ways way ahead of most muslim countries,0,0,1,1,0,1,0,0,0,OFFN
to calm my nerves i flame ah backwood up now i am like ching chong,1,0,0,1,1,0,0,0,0,HATE
an afghani moslem gets hit over the head with a beer bottle national media coverage and outrage an indigenous german girl is brutally and cruelly murdered by a moslem barely gets local coverage,0,1,0,1,0,0,0,0,1,NOT
i love you more faggot,0,1,0,1,0,0,0,0,1,NOT
it my birthday this month the supreme court is also hearing an important case starting re if someone can be fired for being lgbtq please do something nice for the queer folx in your life do not have any block and report homophobes on twitter there are plenty,0,1,0,1,0,0,0,0,1,NOT
this nigga supports homo jews diddling kids,1,0,0,1,1,0,1,0,0,HATE
i am thinking of a new old social system only women can own land man job is to maintain and improve the land only men have political power niggers obey or leave jews will volunteer for the ovens fill in the blanks,1,0,0,1,1,1,1,0,0,HATE
harvard colorado state american university are the latest colleges to promote anti white agendas and segregation,0,1,0,0,0,0,0,0,0,NOT
you are the definition of a kike who mad because you did not manage to exterminate all the goyim,1,0,0,1,0,1,0,0,0,HATE
the rape upon these women are violence and horrific if only they could have a knife on them act brave toward their abuser and stay calm then strike them when they least expect it these savages deserve no less,0,1,0,1,0,0,0,0,1,NOT
feminists blacks muslims queers illegals libtards hispanics latinos transgenders jews do not like men like me why solely strictly because i am a college educated conservative hetero christian white male who also happens to be a legal immigrant american citizen by the way,0,0,1,1,1,1,1,0,0,OFFN
bill maher m islam is horrible and mosques should not exist anywhere fuck freedom of religion white liberals o lol it ok,0,1,0,1,0,0,0,0,1,NOT
white people really really are not in a place to be comparing racial fetishisation to queer issues queerness does not negate white privilege this is not an equivalence,0,1,0,1,0,0,0,0,1,NOT
it will be great when all the boons over take all starbucks and ghetto ize them driving the white yuppie shitheads away,1,0,0,1,1,0,0,0,0,HATE
never forget that slag katherine graham played by ugly old dyke meryl streep and her faggot editor played by tom hanks in the post published the pentagon papers because they wanted the vietcong to win the vietnam war,0,0,1,1,0,0,1,0,0,OFFN
if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent,1,0,0,1,0,0,1,0,0,HATE
this is real ghetto,0,0,1,0,0,0,0,0,0,OFFN
on point it all kike mercinary work,1,0,0,1,0,1,0,0,0,HATE
it is a good thing they relocated all of the new orleans katrina refugees to houston they will be of great help teaching the locals how to handle this flood,0,1,0,1,0,0,0,1,0,NOT
serious points for using both hillbilly hell cabal in the same tweet,0,1,0,1,0,0,0,0,1,NOT
what the fuck is sad boy hours you faggots,0,0,1,1,0,0,1,0,0,OFFN
the only claim to fame that jews have is to be the people rejected by god,0,0,1,0,0,1,0,0,0,OFFN
bbc news this man is wanted by the police for ripping the hijab off a young moslem woman he also screamed racist abuse at her before running off laughing,0,1,0,0,0,0,0,0,1,NOT
rafael was right for doing what he did i hate you jane janethevirgin,0,0,1,1,0,0,0,0,1,OFFN
if a pic can be shown send in the drone the cancer of islam needs to be eradicated not enabled ww2 vets are rolling in their graves,1,0,0,1,0,1,0,0,0,HATE
beaners promising to beat a nigress,1,0,0,1,1,0,0,0,0,HATE
i just do not like you hoes when you a hoe you do anyything so no you not gone be around,0,0,1,1,0,0,1,0,0,OFFN
statistics say no but nice try black on white violence on the other hand,0,1,0,0,0,0,0,0,1,NOT
i am a white boi and i could not agree more sir,0,1,0,0,0,0,0,0,1,NOT
let us help the nigger sows pack,1,0,0,1,1,0,0,0,0,HATE
right the man used proper grammar footnotes references in a specific university draft like how in tf do you assume he some dumb hillbilly jfc,0,0,1,1,1,0,0,0,0,OFFN
saying that queen was a mix of queer and spleen was simply an insult i was mocking you for mocking my name,0,1,0,1,0,0,0,0,1,NOT
labor thinks that we care more about illegal immigrants on manus and nauru than we do this labor are in for a big shock,0,0,1,1,0,0,0,1,0,OFFN
hey where my hyde wars video about dykes buying cars,1,0,0,1,0,0,1,0,0,HATE
